group,stock_name
通信網路業,中華電
電子代工指標,環科
電腦通路指標,精技
電子零組件業,錩新
電腦及週邊設備業,圓剛
通信網路業,仲琦
電子零組件業,新巨
AI伺服器_散熱,建準
其他電子業,固緯
通信網路業,隴華
電腦板卡指標,承啟
光電業,鼎元
資訊服務業,三商電
被動元件指標,興勤
TFT面板指標,銘旺科
電子通路業,燦坤
電子零組件業,聯昌
其他電子業,互盛電
分離式元件指標,統懋
IC零組件通路商指標,偉詮電
TFT面板指標,翔耀
通信網路業,美律
電子零組件業,太空梭
IC封測指標,超豐
建材營造業,新美齊
通信網路業,兆勁
先進封裝_CoWoS,京元電子
通信網路業,神腦
記憶體模組指標,創見
資訊服務業,凌群
半導體業,聯發科
砷化鎵相關指標,全新
AI伺服器_電源供應,飛宏
半導體業,義隆
其他電子業,敦吉
電子零組件業,建通
其他電子業,光群雷
電子零組件業,良得電
面板設備指標,盟立
電腦板卡指標,麗臺
光纖產品指標,冠西電
PCB設備指標,志聖
資訊服務業,華經
資訊服務業,資通
被動元件指標,立隆電
其他電子業,可成
電子零組件業,鉅祥
其他電子業,美隆電
被動元件指標,大毅
軟體指標,敦陽科
分離式元件指標,強茂
其他電子業,連宇
半導體封測材料指標,百容
石英元件指標,希華
通信網路業,兆赫
半導體封測材料指標,一詮
其他電子業,漢平
光電業,瑞軒
光電業,吉祥全
被動元件指標,華新科
PCB設備指標,揚博
電腦及週邊設備業,普安
其他業,卓越
汽車工業,怡利電
通信網路業,宏達電
建材營造業,國建
建材營造業,國產
建材營造業,國揚
建材營造業,太設
建材營造業,全坤建
建材營造業,太子
其他業,龍邦
建材營造業,中工
建材營造業,新建
建材營造業,冠德
建材營造業,京城
建材營造業,宏璟
建材營造業,皇普
建材營造業,華建
建材營造業,宏盛
建材營造業,達欣工
建材營造業,宏普
建材營造業,聯上發
建材營造業,基泰
建材營造業,櫻花建
建材營造業,愛山林
建材營造業,興富發
建材營造業,皇昌
建材營造業,皇翔
建材營造業,根基
建材營造業,日勝生
建材營造業,華固
建材營造業,潤弘
航運業,益航
航運業,長榮
航運業,新興
航運業,裕民
航運業,榮運
航運業,嘉里大榮
航運業,陽明
航運業,華航
航運業,志信
航運業,中航
航運業,中櫃
其他業,東森
航運業,萬海
油電燃氣業,山隆
航運業,台航
航運業,長榮航
航運業,亞航
航運業,台灣高鐵
航運業,漢翔
航運業,台驊控股
航運業,慧洋-KY
航運業,宅配通
航運業,長榮航太
航運業,星宇航空
觀光餐旅,萬企
觀光餐旅,華園
觀光餐旅,國賓
觀光餐旅,六福
觀光餐旅,第一店
觀光餐旅,晶華
觀光餐旅,遠雄來
觀光餐旅,夏都
觀光餐旅,美食-KY
觀光餐旅,王品
觀光餐旅,雄獅
觀光餐旅,寒舍
觀光餐旅,雲品
觀光餐旅,八方雲集
運動休閒,世界健身-KY
金融保險業,彰銀
金融保險業,台中銀
金融保險業,旺旺保
金融保險業,華票
金融保險業,台產
金融保險業,臺企銀
金融保險業,高雄銀
金融保險業,聯邦銀
金融保險業,遠東銀
金融保險業,安泰銀
金融保險業,新產
金融保險業,中再保
金融保險業,第一保
證券指標,統一證
金融保險業,三商壽
金融保險業,華南金
金融保險業,富邦金
金融保險業,國泰金
金融保險業,凱基金
金融保險業,玉山金
金融保險業,元大金
金融保險業,兆豐金
金融保險業,台新新光金
金融保險業,國票金
金融保險業,永豐金
金融保險業,中信金
金融保險業,第一金
金融保險業,王道銀行
貿易百貨業,欣欣
貿易百貨業,遠百
其他業,匯僑
貿易百貨業,三商
貿易百貨業,高林
貿易百貨業,特力
貿易百貨業,統領
貿易百貨業,麗嬰房
貿易百貨業,統一超
貿易百貨業,農林
貿易百貨業,潤泰全
建材營造業,鼎固-KY
貿易百貨業,淘帝-KY
貿易百貨業,永邑-KY
貿易百貨業,三商家購
電腦及週邊設備業,歐格
電子零組件業,健和興
鋼鐵工業,豐達科
電腦及週邊設備業,神基
利基型記憶體IC指標,晶豪科
光學鏡頭指標,大立光
電子通路業,華立
電子零組件業,今皓
AI伺服器_機殼機構,晟銘電
半導體業,聯陽
AI伺服器_電源供應,全漢
半導體業,嘉晶
AI伺服器_散熱,奇鋐
廠務工程指標,隆銘綠能
光學鏡頭指標,亞光
電子零組件業,鴻名
電腦及週邊設備業,威強電
連接線材指標,信邦
光電業,憶聲
光纖產品指標,星通
被動元件指標,禾伸堂
通信網路業,盛達
IC零組件通路商指標,增你強
資訊服務業,零壹
PCB設備指標,德律
光電業,佰鴻
電子零組件業,偉訓
IC零組件通路商指標,威健
LCD驅動IC指標,聯詠
設計IP指標,智原
其他電子通路指標,文曄
印刷電路板指標,欣興
光電業,全台
其他業,遠見
半導體業,揚智
石英元件指標,晶技
其他電子業,科風
印刷電路板指標,健鼎
通信網路業,台灣大
電腦及週邊設備業,建碁
通信網路業,訊舟
IC零組件通路商指標,益登
光電業,精金
光電業,鈺德
TFT面板指標,力特
建材營造業,夆典
食品工業,立萬利
半導體設備指標,蔚華科
建材營造業,富華新
電腦及週邊設備業,喬鼎
電子零組件業,立德
光學鏡頭指標,華晶科
電腦及週邊設備業,銘異
通信網路業,建漢
被動元件指標,日電貿
連接器指標,鴻碩
半導體業,聯傑
數位雲端,一零四
記憶體模組指標,凌航
通信網路業,耀登
TFT面板指標,正達
生技醫療業,景岳
PCB設備指標,大量
光電業,眾福科
IC基板指標,景碩
IC零組件通路商指標,全科
印刷電路板上游與材料指標,晟鈦
筆記型電腦指標,緯創
電源管理IC指標,虹冠電
建材營造業,昇陽
電子零組件業,勝德
半導體封測材料指標,昇貿
電子零組件業,聯德
通信網路業,閎暉
IC零組件通路商指標,弘憶股
軟板指標,同泰
AI伺服器_散熱,泰碩
汽車工業,麗清
光電業,奇偶
電子零組件業,新日興
網路通訊指標,明泰
光學鏡頭指標,玉晶光
半導體設備指標,京鼎
電腦及週邊設備業,融程電
通信網路業,譁裕
電子零組件業,台端
光電業,榮創
設計IP指標,創意
通信網路業,展達
IC封測指標,聯鈞
TFT面板指標,群創
電腦及週邊設備業,誠研
電子零組件業,維熹
光學鏡頭指標,揚明光
電腦板卡指標,華擎
其他電子業,柏騰
IC零組件通路商指標,安馳
半導體業,晶相光
半導體業,台勝科
電子零組件業,嘉澤
面板設備指標,晶彩科
光電業,州巧
LCD驅動IC指標,敦泰
電子零組件業,聯穎
居家生活,嘉威
PCB設備指標,牧德
光電業,聯合再生
半導體設備指標,辛耘
電源管理IC指標,通嘉
光電業,艾笛森
LCD驅動IC指標,瑞鼎
電子零組件業,力銘
網路通訊指標,智易
電子零組件業,宏致
電子零組件業,谷崧
其他電子業,碩天
光電業,洋華
軟板上游材料指標,達邁
電腦及週邊設備業,精聯
AI伺服器_散熱,健策
設計IP指標,世芯-KY
連接線材指標,貿聯-KY
通信網路業,圓展
光電業,TPK-KY
電子零組件業,新至陞
IC零組件通路商指標,達能
通信網路業,海華
電腦及週邊設備業,大眾控
其他電子通路指標,大聯大
建材營造業,欣陸
光纖產品指標,合勤控
生技醫療業,永信
AI伺服器_系統整合,神達
綠能環保,上緯投控
先進封裝_CoWoS,日月光投控
電腦及週邊設備業,永崴投控
光電業,富采
印刷電路板指標,定穎投控
生技醫療業,中化控股
汽車工業,聯嘉投控
生技醫療業,佳醫
生技醫療業,雃博
生技醫療業,懷特
生技醫療業,旭富
生技醫療業,亞諾法
生技醫療業,麗豐-KY
生技醫療業,國光生
生技醫療業,全宇生技-KY
生技醫療業,訊映
生技醫療業,承業醫
生技醫療業,泰宗
生技醫療業,永笙-KY
生技醫療業,佐登-KY
塑膠工業,炎洲
紡織纖維,如興
紡織纖維,利勤
紡織纖維,廣越
紡織纖維,冠星-KY
紡織纖維,宜新實業
紡織纖維,振大環球
電機機械,東台
電機機械,瑞智
運動休閒,拓凱
軸承滑軌指標,全球傳動
電子零組件業,銘鈺
車用電子指標,智伸科
電機機械,力達-KY
電機機械,氣立
汽車工業,永新-KY
電機機械,強信-KY
電機機械,穎漢
電機機械,元翎
電機機械,時碩工業
汽車工業,六方科-KY
電機機械,鈞興-KY
電機機械,駐龍
電機機械,大銀微系統
汽車工業,光隆精密-KY
電機機械,台灣精銳
其他電子業,達明
其他電子業,玖鼎電力
化學工業,德淵
化學工業,國精化
生技醫療業,泰博
生技醫療業,華廣
電池材料相關指標,康普
生技醫療業,台耀
半導體化學品指標,三福化
化學工業,材料*-KY
光固化材料指標,雙鍵
化學工業,南寶
化學工業,上品
生技醫療業,望隼
貿易百貨業,日成-KY
通信網路業,遠傳
網路通訊指標,正文
電子零組件業,聯德控股-KY
週邊產品指標,致伸
電腦及週邊設備業,事欣科
MCU指標,新唐
印刷電路板指標,泰鼎-KY
電器電纜,燦星網
光電業,太極
TFT面板指標,茂林-KY
筆記型電腦指標,和碩
光電業,嘉彰
電子零組件業,康控-KY
半導體設備指標,有成精密
MCU指標,凌通
光電業,光鋐
印刷電路板指標,臻鼎-KY
TFT面板指標,誠美材
LCD驅動IC指標,天鈺
記憶體模組指標,十銓
半導體業,立積
光學鏡頭指標,佳凌
CPO矽光子,眾達-KY
印刷電路板上游與材料指標,榮科
遊戲相關指標,傳奇
電子零組件業,鑫禾
鋼鐵工業,三星
軟體指標,訊連
電腦及週邊設備業,科嘉-KY
砷化鎵相關指標,全訊
其他電子業,東科-KY
半導體化學品指標,達興材料
半導體業,凌陽創新
光電業,乙盛-KY
光電業,弘凱
電腦及週邊設備業,虹堡
USB_IC指標,祥碩
電器電纜,禾聯碩
其他業,jpp-KY
半導體封測材料指標,界霖
電機機械,豐祥-KY
綠能環保,華懋
運動休閒,桂盟
網路通訊指標,中磊
電子通路業,崇越
印刷電路板指標,瀚宇博
MCU指標,松翰
光電業,慧友
建材營造業,建國
建材營造業,隆大
建材營造業,工信
建材營造業,遠雄
建材營造業,順天
建材營造業,鄉林
建材營造業,皇鼎
建材營造業,長虹
鋼鐵工業,東明-KY
建材營造業,永固-KY
航運業,遠雄港
航運業,四維航
觀光餐旅,鳳凰
其他業,中租-KY
金融保險業,上海商銀
金融保險業,合庫金
貿易百貨業,台南-KY
貿易百貨業,大洋-KY
證券指標,群益證
證券指標,群益期
印刷電路板指標,競國
資訊服務業,邁達特
電子零組件業,鎰勝
TFT面板指標,彩晶
AI伺服器_機殼機構,迎廣
光電業,達運
電腦及週邊設備業,上福
電子零組件業,金橋
通信網路業,富爾特
廠務工程指標,亞翔
印刷電路板指標,柏承
通信網路業,友勁
通信網路業,百一
軟板指標,嘉聯益
被動元件指標,鈞寶
光電業,華興
數位雲端,浪凡
電腦及週邊設備業,凌華
光電業,宏齊
光電業,瑞儀
建材營造業,達麗
資訊服務業,關貿
其他業,大豐電
其他電子通路指標,豐藝
印刷電路板指標,精成科
半導體設備指標,巨路
半導體設備指標,帆宣
電子零組件業,佳必琪
其他電子業,亞弘電
MCU指標,盛群
連接線材指標,詮欣
電腦及週邊設備業,飛捷
光學鏡頭指標,今國光
銅箔基板指標,聯茂
軟體指標,精誠
半導體設備指標,和椿
通信網路業,居易
電子零組件業,聚鼎
光電業,天瀚
光電業,光鼎
散熱模組指標,尼得科超眾
電腦及週邊設備業,華孚
先進封裝_CoWoS,力成
半導體業,迅杰
先進封裝_CoWoS,矽格
軟板指標,台郡
IC封測指標,同欣電
電子零組件業,驊陞
電腦及週邊設備業,宏正
電子代工指標,台表科
電子通路業,全國電
電子零組件業,康舒
光學鏡頭指標,淳安
網路通訊指標,啟碁
TFT面板指標,悅城
其他電子業,旭隼
AI伺服器_電源供應,群電
電腦及週邊設備業,樺漢
半導體業,矽力*-KY
通信網路業,瑞祺電通
光纖產品指標,統新
生技醫療業,光麗-KY
PCB設備指標,迅得
光纖產品指標,光聖
光電業,元晶
生技醫療業,藥華藥
電子零組件業,鈺邦
先進封裝_CoWoS,訊芯-KY
光電業,GIS-KY
其他業,台數科
生技醫療業,保瑞
光電業,安集
生技醫療業,晶碩
其他業,南六
油電燃氣業,台塑化
半導體封測材料指標,穎崴
IC封測指標,捷敏-KY
半導體業,達發
利基型記憶體IC指標,愛普*
設計IP指標,晶心科
生技醫療業,泰福-KY
生技醫療業,北極星藥業-KY
IC基板指標,易華電
其他電子業,興能高
分離式元件指標,虹揚-KY
電腦及週邊設備業,研揚
綠能環保,鋼聯
橡膠工業,申豐
其他業,鼎基
生技醫療業,台康生技
散熱模組指標,動力-KY
其他業,和潤企業
生技醫療業,ABC-KY
車用電子指標,帝寶
電機機械,建德工業
數位雲端,資拓宏宇
其他業,必應
綠能環保,基士德-KY
其他業,科定
生技醫療業,華安
PCB設備指標,聯策
生技醫療業,羅麗芬-KY
光學鏡頭指標,中揚光
AI伺服器_系統整合,緯穎
運動休閒,復盛應用
居家生活,三能-KY
銅箔基板指標,騰輝電子-KY
通信網路業,鋐寶科技
數位雲端,伊雲谷
廠務工程指標,洋基工程
半導體業,芯鼎
其他電子業,旭暉應材
光電業,惠特
電子零組件業,嘉基
電源管理IC指標,力智
其他電子業,輝創
TFT面板指標,澤米
其他電子業,安普新
航運業,龍德造船
居家生活,匯僑設計
USB_IC指標,威鋒電子
航運業,台灣虎航
運動休閒,志強-KY
晶圓代工指標,力積電
電子通路業,展碁國際
電子零組件業,AES-KY
生技醫療業,視陽
半導體業,采鈺
造紙工業,永豐實
通信網路業,詠業
生技醫療業,向榮生技
生技醫療業,晉弘
電源管理IC指標,來頡
電子零組件業,富世達
居家生活,峰源-KY
電子驗證相關指標,汎銓
散熱模組指標,邁科
電子零組件業,天二科技
軟板指標,圓裕
生技醫療業,台新藥
生技醫療業,睿生光電
電子零組件業,三集瑞-KY
通信網路業,永道-KY
綠能環保,雲豹能源
綠能環保,泓德能源
生技醫療業,全福生技
綠能環保,寶綠特-KY
運動休閒,來億-KY
其他業,鑽石投資
數位雲端,GOGOLOOK
數位雲端,現觀科
半導體設備指標,創控
其他業,阜爾運通
光電業,華凌
生技醫療業,愛派司
生技醫療業,康霈*
綠能環保,中台
電腦及週邊設備業,攸泰科技
生技醫療業,青松健康
伺服器指標,AMAX-KY
生技醫療業,心誠鎂
生技醫療業,永鴻生技
半導體設備指標,天虹
綠能環保,兆聯實業
綠能環保,台鎔科技
其他業,大武山
其他業,裕慶-KY
其他業,日盛台駿
半導體業,奕力-KY
運動休閒,中傑-KY
綠能環保,富威電力
通信網路業,大鵬科CLMX
觀光餐旅,三商餐飲
伺服器指標,永擎
數位雲端,微程式
數位雲端,LINEPAY
汽車工業,金興精密
汽車工業,虎山
設計IP指標,意騰-KY
電機機械,新代
觀光餐旅,享溫馨
數位雲端,中華資安
半導體化學品指標,頌勝科技
半導體設備指標,鴻勁
食品工業,大研生醫*
綠能環保,東方風能
電子零組件業,松川精密
食品工業,皇家可口
PCB設備指標,長廣
生技醫療業,禾榮科
綠能環保,溢泰實業
汽車工業,神數
半導體設備指標,倍利科
光纖產品指標,台通
LCD驅動IC指標,矽創
電子代工指標,尖點
半導體業,昇陽半導體
其他業,雷虎
軟板上游材料指標,台虹
光纖產品指標,達運光電
IC基板指標,南電
電子通路業,長華*
IC零組件通路商指標,陞泰
半導體業,致新
通信網路業,華冠
電子零組件業,瀚荃
TFT面板指標,錸寶
光電業,凌巨
IC封測指標,華東
其他電子通路指標,至上
電腦及週邊設備業,振樺電
IC封測指標,福懋科
IC封測指標,南茂
電腦及週邊設備業,達方
其他電子業,無敵
AI伺服器_機殼機構,勤誠
電子零組件業,志超
TFT面板指標,明基材
電機機械,寶一
電子零組件業,菱光
分離式元件指標,富鼎
記憶體模組指標,宇瞻
綠能環保,日友
航運業,建新國際
電機機械,羅昇
其他業,百和興業-KY
其他業,福貞-KY
綠能環保,可寧衛*
貿易百貨業,金麗-KY
綠能環保,昶昕
其他業,威宏-KY
貿易百貨業,阿瘦
數位雲端,富邦媒
運動休閒,柏文
其他業,潤泰材
居家生活,億豐
其他業,美吉吉-KY
運動休閒,波力-KY
綠能環保,山林水
綠能環保,台境*
運動休閒,東哥遊艇
其他業,政伸
居家生活,商億-KY
其他業,吉源-KY
其他電子業,鼎炫-KY
油電燃氣業,台汽電
觀光餐旅,新天地
電機機械,高力
運動休閒,鈺齊-KY
其他業,台火
運動休閒,寶成
其他業,大華
建材營造業,欣巴巴
其他業,統一實
油電燃氣業,大台北
運動休閒,豐泰
居家生活,櫻花
電腦及週邊設備業,偉聯
運動休閒,美利達
其他業,中保科
油電燃氣業,欣天然
其他業,康那香
運動休閒,巨大
居家生活,福興
其他業,新保
油電燃氣業,新海
其他業,泰銘
其他業,中視
其他業,秋雨
綠能環保,中聯資源
油電燃氣業,欣高
其他業,中鼎
居家生活,成霖
居家生活,慶豐富
油電燃氣業,全國
其他業,百和
其他業,宏全
其他業,信義
其他業,裕融
其他業,茂順
觀光餐旅,好樂迪
其他業,新麗
其他業,潤泰新
建材營造業,三發地產
綠能環保,佳龍
鋼鐵工業,世紀鋼
汽車工業,華德動能-創
汽車工業,巨鎧精密-創
汽車工業,鴻華先進-創
電腦及週邊設備業,倚天酷碁-創
半導體業,鈺寶-創
生技醫療業,基米-創
綠能環保,聚恆-創
電機機械,富田-創
生技醫療業,正瀚-創
生技醫療業,金萬林-創
綠能環保,平和環保-創
半導體業,錼創科技-KY創
電子通路業,宏碁遊戲-創
半導體業,嘉雨思-創
電子零組件業,榮惠-KY創
生技醫療業,沛爾生醫-創
綠能環保,青新-創
生技醫療業,邦睿生技-創
綠能環保,成信實業*-創
汽車工業,威力暘-創
綠能環保,聯友金屬-創
廠務工程指標,聚賢研發-創
半導體設備指標,暉盛-創
綠能環保,熙特爾-創
生技醫療業,雲象科技-創
數位雲端,奧義賽博-KY創
生技醫療業,漢康-KY創
數位雲端,永悅健康-創
IC封測指標,微矽電子-創
數位雲端,愛爾達-創
